,Ratings,Full Reviews,Short Reviews
314,5,"Most valuable smart watch for students. Those who are want to purchase a smart watch, they can go for the watch. If you can spend more money then go for some other watch, but for a student this is a very good smartwatch. Go for it","['5', 'Mind-blowing purchase']"
315,5,Loved this product .. go for it .. dizo did a great work 👍,"['5', 'Worth every penny']"
316,5,"Dizo watch is a good one lauch by realme. It's battery working fine for 10 days,also display make it glorious.
It's perfect in look too.
Go for it","['5', 'Worth every penny']"
317,4,Such a great purchase loved it over all. Lookwise feature wise totally great,"['4', 'Wonderful']"
318,5,These r very good. And I look very beautiful in the hand. works very well... Look like goal😍 density perfect display very bright overall perfect watch,"['5', 'Wonderful']"
319,2,"Dizo application is totally useless. It disconnect the watch every time you minimise the app. So pathetic. Battery lasts about 4 days. Not good enough.
But one thing, the watch looks premium and stylish 👍. That’s the only thing I like so much.","['2', 'Not good']"
320,3,After using this almost 2 months I just says it's a good smart band battery will work for 5 to 6 days and most importantly its just a piece of digital watch. So if you really want to buy a smart watch plz get somethg else. Good thing in this id the trackers works almost correct.,"['3', 'Nice']"
321,4,Impressed.,"['4', 'Good quality product']"
322,5,Awesome 😍,"['5', 'Must buy!']"
323,4,Just wow,"['4', 'Delightful']"
324,4,I love it😍,"['4', 'Good choice']"
325,5,I just loved it 🔥🧿,"['5', 'Just wow!']"
326,4,"Nice product 😊👍
But Display 3/5","['4', 'Delightful']"
327,5,This price range is awesome 👍 watch Kathi jahar 😜❣️ Overall I fully satisfied with watch,"['5', 'Worth every penny']"
328,5,Value for money,"['5', 'Highly recommended']"
329,5,"Best in quality, best in price,overall best","['5', 'Awesome']"
330,5,Excellent product♥️. I love it,"['5', 'Fabulous!']"
331,5,Just wow🔥,"['5', 'Must buy!']"
332,5,Nice smart watch 👍,"['5', 'Brilliant']"
333,5,"Nice product........🖤
I am fall in love with her..........🖤","['5', 'Best in the market!']"
334,5,Loved it,"['5', 'Super!']"
335,5,"Its a Value for money. Just go for it.
1.Build quality
2.Design
3.Features
4.display
5.Looks..
Everything is top notch.... ❤️❤️","['5', 'Worth every penny']"
336,5,Amazing watch in this price segment,"['5', 'Worth every penny']"
337,5,Very nice and good shopping with flipkart,"['5', 'Excellent']"
338,5,Super good looking 😊,"['5', 'Worth every penny']"
339,5,Great Love the watch 🔥🔥,"['5', 'Great product']"
340,5,Value for money,"['5', 'Terrific']"
341,4,A nice watch under the price range.,"['4', 'Pretty good']"
342,5,"I loved this product. Amazing smartwatch from Dizo, also the white colour looks very premium. You can definitely go for it.","['5', 'Terrific purchase']"
343,5,It's amazing watch,"['5', 'Perfect product!']"
344,5,Overall good,"['5', 'Terrific']"
345,5,Good,"['5', 'Simply awesome']"
346,5,"Buy first sale , feeling happy 😊 n features also good..
Perfect budget smartwatch..","['5', 'Fabulous!']"
347,4,"Just loving it. ❤️❤️
Awesome product by flipkart in this price range.","['4', 'Delightful']"
348,4,Awesome 😎👍,"['4', 'Nice product']"
349,5,Good Product at this price range 👍🏻,"['5', 'Super!']"
350,5,Very very nice dizo watch 2 thanks 😊 flipkart,"['5', 'Must buy!']"
351,5,I Love ti 💖 very nice 🙂,"['5', 'Fabulous!']"
352,5,Value of money product .Thanks to flipkart,"['5', 'Terrific']"
353,5,Value for money ❤️💯,"['5', 'Fabulous!']"
354,5,We both Liked the watch 😍,"['5', 'Wonderful']"
355,5,"Amazing Smart Watch
Metal Frame
Full Screen Display
Spo2
Etc.
And Lot of bugs and Glitches","['5', 'Terrific']"
356,4,Overally a nice product,"['4', 'Really Nice']"
357,5,Super 💕💕,"['5', 'Simply awesome']"
358,5,"Build Quality 5⭐
Curve display quality 5⭐
Looks and feel 5⭐
Sensors accuracy 3.5⭐
UI Looks 4⭐
UI smoothness 4⭐ (Considering price)
Battery back-up (with lift to wake up on ): 7 days
OR
10 - 11 days

Value for money ⭐⭐⭐⭐⭐","['5', 'Worth every penny']"
359,5,Superb 👌👌👌,"['5', 'Highly recommended']"
360,4,I am happy,"['4', 'Delightful']"
361,4,"I'm satisfied by the value of money.
It's UI is very smooth with the comparison of Boat's every watchs.","['4', 'Good quality product']"
362,4,Nice product flipkart,"['4', 'Pretty good']"
363,4,Best for this Price ......,"['4', 'Really Nice']"
364,5,"Premium build and looks
Budget friendly
Overall a good smart watch under 3000","['5', 'Wonderful']"
365,5,Good i loved it ...happy me,"['5', 'Great product']"
366,4,"Very nice watch in price segment.Display is also very bright for day light conditions, and also decent packaging.","['4', 'Delightful']"
367,1,Beterry is very disappointing,"['1', 'Very poor']"
368,5,Realme dizo watch 2 is very good connective products and good collety thise watch,"['5', 'Perfect product!']"
369,3,ios users step back yedutha pani anu ee app misbehave chaiyanund notifications varanilla sadhanam poli anu display kollam highly recommended for android users for 2000 its worth buying,"['3', 'Nice']"
370,3,Superb watch for deefence line boys,"['3', 'Does the job']"
371,5,"Nice watch Dizo
My name is julfikar
👌👌👌👌👌👌👌","['5', 'Highly recommended']"
372,5,After two week using im fully satisfied.. Display size is super.. Personally only one negative is wakeup deley on display.. Other features are good.. Im fully satisfied,"['5', 'Terrific']"
373,4,Best watch in budget segment,"['4', 'Delightful']"
374,5,At this price range this a fantabulous smart watch. I am satisfied with this deal.,"['5', 'Simply awesome']"
375,5,Premium smart watch,"['5', 'Classy product']"
376,1,Real me is loosing it's brand image by producing this kind of devices which can measure hear rate and spo2 even if we don't wear it.,"['1', ""Don't waste your money""]"
377,1,Battery problems,"['1', 'Horrible']"
378,4,Good luck,"['4', 'Value-for-money']"
379,3,"Superb And Very premium quality Smart watch by dizo watch 2 at this prise 💯💯
Thank u dizo ❤️👍","['3', 'Just okay']"
380,5,This is very good product 🥰🥰🥰,"['5', 'Terrific purchase']"
381,1,"Cons

1. Exercise tracking is not accurate.

2. When I want to see the time ....the watch screen takes times to get ON.

3. UI is not smooth","['1', 'Not recommended at all']"
382,1,very worst product don't buy in 22 days after display not working,"['1', 'Unsatisfactory']"
383,1,"This item not useful and not returnable I am not happy this product
I don't suggest any more
This watch totally base on mobile phone
I hate this item my money is totally westes.","['1', ""Don't waste your money""]"
384,1,"Purchased Dizo Watch 2 in the last week of September but on 22 nd of November, just after completing 2 months of use all of a sudden the battery got drained out completely and from there on unable to charge. It is not even charging and watch is not working. Today i went to realme service centre where they were unable to find the problem and suggested to change the device. 🙄🙄
Please buy this product at your own risk 🙏🏻🙏🏻🙏🏻","['1', 'Worthless']"
385,3,"Lots of bugs and lags in the dizo app, spo2 not accurate , weather not syncing properly","['3', 'Decent product']"
386,5,Good product 👍,"['5', 'Best in the market!']"
387,1,Bad,"['1', 'Absolute rubbish!']"
388,1,"After using for 2-3 days , the watch is now not charging","['1', 'Worst experience ever!']"
389,5,Nice but happy,"['5', 'Just wow!']"
390,4,Very good nice 😍😍🥰,"['4', 'Nice product']"
391,3,"DIZO HAS NO FIX SERVICE CENTER RIGHT NOW IN Udaipur, Rajasthan","['3', 'Just okay']"
392,4,It is a good looking watch and it's awesome accuracy is also good,"['4', 'Pretty good']"
393,5,V nice,"['5', 'Terrific purchase']"
394,4,"Pros -
1. Design is awesome.
2. Build quality is superior.
3. Display quality is very good.
4. Battery life is average.
5. Connectivity is fine no issues.

Cons -
1. Heart rate monitor and SPO2 working fine any where if you put it like in your hand or in any object anywhere.👎
2. Accuracy rate of live tracking is average means 3 out of 5.","['4', 'Wonderful']"
395,5,Watch was awesome my wife fully satisfied with this watch design wise and feature wise best,"['5', 'Brilliant']"
396,4,Nothing is Best in this price but This is good product and quality is nice build and display decent sensor working,"['4', 'Pretty good']"
397,5,"Nice good brightness also super vibration also excellent super wake up when we rise hand 👏👏 👌👌 super I like it thank you flipkart go it Bros it's a chance to get this excellent watch display is outstanding....🥰🥰🥰🥰❤️❤️❤️❤️😋😋

Edit:- after 3 months I wrote this review watch is perfect excellent 👍👍👍👍 watch 😊😊⌚⌚⌚ I love it. Nice dizo thnks","['5', 'Classy product']"
398,5,"Nice smartwatch...

Pros: nice look
Metal build
Simple UI
Nice & colourful Display
5 - 7 days battery
Dizo application is good
5 atm water resistance

Cons: watch goes to little heavy side
Screen protection not specified
Few bugs in UI and Dizo app
Not suitable for Small wrests
No screen protector with watch","['5', 'Must buy!']"
399,5,The charger is so good with a different magnetic connecting system .the overall performance of the watch is so good . A must buy product for this range ..the screen size is just perfect for the hand .. loved it thank you dizo and realme,"['5', 'Terrific purchase']"
400,5,"This is the thing which you need , best watch ever ,the quality is good 'can't say bad ' it has metal body so no problem , battery is enough 7-8 days. 5 ATM , features are awesome but I will say Dizo to make it's sensors more accurate it is good but it can be made more accurate so by an update you can make it more accurate even it counts steps when I go to college on scooty you should work on it . Overall it is good , thankyou.","['5', 'Best in the market!']"
401,4,"Fall in Love with frist look.
Pros : * Excellent design , Metal build,
* Premium finished (looking rich)
* Super display, 600 nits brightness .
* 5 Atm water resistant so you can swim,
* Good battery backup
*Excellent quality sillicon strap.
Cons: Not accurate helth tracking,
No trees and body temperature monitoring,
Some times wake to raise not work,
Sleeping tracking not work s...
READ MORE","['4', 'Wonderful']"
402,5,"Nice watch.. Pretty good looking.. not the best and smoothest design & Ui ,but better than anything in this price.. Also lighter than my old watch unlike what everyone says..","['5', 'Super!']"
403,5,"It is the best smartwatch. Some of its pros are:
#It worth its cost.
#I like the wallpapers.
#Metallic built give it a premium look.
#Straps are very soft.
There are a few cons:
#Pixel density is less, that's why some wallpapers does not look good.
#Raise to wake is little slow but that's ok.
#It is a little heavy also.
Overall it is the best smartwatch under this price range.","['5', 'Awesome']"
404,4,"I really liked the watch but in the package there is no cotton given by the company for cleaning the watch😐
All features are good and it is handy also👍
It's been 2days and haven't charged it yet,so I can't give much about the battery 🔋 life.
Little disappoint of it's Raise to wake up option😪 It's not fast like Boat but it's ok👍
I bought it for 2300😐
Let's hope for the best❤️
If you are reading my comment don't judge my sentence because first time I am reviewing ☺️in my entire life
Thank...
READ MORE","['4', 'Wonderful']"
405,2,"So look and design are really killing watch set is good even it's work perfect for iPhone feature are good if we compare with other competitive companies in this price segment but the display experience is worst rise to wake is too lazy cons are more then pros personally I don't prefer this product to u guys
Hope u like my rivew","['2', 'Moderate']"
